class_id,school_id,municipality_code,grade,section,class_name,academic_year,max_students,classroom_number,is_active,created_at,updated_at
CLS-461-00023,461-SCH-004,461,7,A,7.A,2024-2025,25,L182,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00024,461-SCH-006,461,0,A,0.A,2024-2025,23,L241,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00025,461-SCH-006,461,9,B,9.B,2024-2025,28,L180,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00026,461-SCH-002,461,9,A,9.A,2024-2025,27,L160,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00027,461-SCH-005,461,2,A,2.A,2024-2025,22,L210,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00028,461-SCH-007,461,3,B,3.B,2024-2025,24,L101,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00029,461-SCH-001,461,6,A,6.A,2024-2025,22,L127,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00030,461-SCH-001,461,8,C,8.C,2024-2025,28,L181,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00031,461-SCH-004,461,9,B,9.B,2024-2025,25,L276,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00032,461-SCH-005,461,1,C,1.C,2024-2025,23,L135,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00033,461-SCH-006,461,7,B,7.B,2024-2025,25,L248,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00034,461-SCH-005,461,1,C,1.C,2024-2025,28,L284,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00035,461-SCH-004,461,0,C,0.C,2024-2025,26,L188,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00036,461-SCH-004,461,7,C,7.C,2024-2025,26,L125,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00037,461-SCH-007,461,4,B,4.B,2024-2025,26,L189,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00038,461-SCH-004,461,3,C,3.C,2024-2025,28,L282,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00039,461-SCH-002,461,5,A,5.A,2024-2025,28,L264,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00040,461-SCH-007,461,3,C,3.C,2024-2025,28,L251,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00041,461-SCH-003,461,1,C,1.C,2024-2025,23,L276,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00042,461-SCH-005,461,1,A,1.A,2024-2025,26,L181,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00043,461-SCH-006,461,5,B,5.B,2024-2025,22,L112,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00044,461-SCH-005,461,6,C,6.C,2024-2025,24,L276,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00045,461-SCH-005,461,4,C,4.C,2024-2025,23,L127,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00046,461-SCH-003,461,2,B,2.B,2024-2025,26,L231,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00047,461-SCH-005,461,9,C,9.C,2024-2025,23,L277,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00048,461-SCH-007,461,9,B,9.B,2024-2025,22,L102,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00049,461-SCH-006,461,5,B,5.B,2024-2025,27,L130,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00050,461-SCH-005,461,9,A,9.A,2024-2025,23,L291,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00051,461-SCH-003,461,4,C,4.C,2024-2025,22,L121,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00052,461-SCH-005,461,2,C,2.C,2024-2025,27,L130,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00053,461-SCH-007,461,6,B,6.B,2024-2025,23,L157,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00054,461-SCH-005,461,1,B,1.B,2024-2025,24,L217,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00055,461-SCH-002,461,2,A,2.A,2024-2025,22,L276,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00056,461-SCH-003,461,9,A,9.A,2024-2025,28,L109,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00057,461-SCH-003,461,6,C,6.C,2024-2025,24,L160,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00058,461-SCH-005,461,7,A,7.A,2024-2025,23,L261,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00059,461-SCH-006,461,9,A,9.A,2024-2025,22,L222,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00060,461-SCH-003,461,8,C,8.C,2024-2025,23,L181,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00061,461-SCH-007,461,2,B,2.B,2024-2025,25,L220,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00062,461-SCH-003,461,5,B,5.B,2024-2025,27,L100,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00063,461-SCH-004,461,7,C,7.C,2024-2025,26,L188,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00064,461-SCH-004,461,5,B,5.B,2024-2025,27,L255,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00065,461-SCH-005,461,0,C,0.C,2024-2025,25,L109,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00066,461-SCH-007,461,6,C,6.C,2024-2025,27,L151,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00067,461-SCH-003,461,4,B,4.B,2024-2025,23,L272,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00068,461-SCH-003,461,7,B,7.B,2024-2025,28,L137,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00069,461-SCH-007,461,9,C,9.C,2024-2025,28,L266,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00070,461-SCH-006,461,7,B,7.B,2024-2025,23,L216,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00071,461-SCH-005,461,0,B,0.B,2024-2025,27,L101,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00072,461-SCH-007,461,3,C,3.C,2024-2025,22,L115,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00073,461-SCH-007,461,6,C,6.C,2024-2025,27,L167,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00074,461-SCH-003,461,6,C,6.C,2024-2025,23,L241,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00075,461-SCH-005,461,8,B,8.B,2024-2025,24,L272,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00076,461-SCH-003,461,5,A,5.A,2024-2025,27,L135,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00077,461-SCH-002,461,7,C,7.C,2024-2025,27,L298,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00078,461-SCH-002,461,4,A,4.A,2024-2025,26,L294,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00079,461-SCH-005,461,4,A,4.A,2024-2025,25,L107,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00080,461-SCH-002,461,4,B,4.B,2024-2025,26,L147,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00081,461-SCH-006,461,7,B,7.B,2024-2025,24,L237,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00082,461-SCH-003,461,5,C,5.C,2024-2025,28,L256,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00083,461-SCH-005,461,7,A,7.A,2024-2025,25,L249,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00084,461-SCH-001,461,5,B,5.B,2024-2025,23,L222,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00085,461-SCH-006,461,7,C,7.C,2024-2025,22,L244,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00086,461-SCH-006,461,6,B,6.B,2024-2025,25,L237,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00087,461-SCH-006,461,1,A,1.A,2024-2025,25,L138,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00088,461-SCH-002,461,4,A,4.A,2024-2025,27,L189,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00089,461-SCH-006,461,9,A,9.A,2024-2025,23,L130,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00090,461-SCH-007,461,9,B,9.B,2024-2025,22,L172,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00091,461-SCH-005,461,5,A,5.A,2024-2025,23,L243,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00092,461-SCH-006,461,4,A,4.A,2024-2025,28,L156,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00093,461-SCH-007,461,2,C,2.C,2024-2025,27,L190,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00094,461-SCH-002,461,3,C,3.C,2024-2025,27,L253,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00095,461-SCH-007,461,8,B,8.B,2024-2025,24,L216,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00096,461-SCH-003,461,2,B,2.B,2024-2025,23,L253,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00097,461-SCH-004,461,1,B,1.B,2024-2025,23,L209,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00098,461-SCH-003,461,5,B,5.B,2024-2025,25,L296,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00099,461-SCH-005,461,8,A,8.A,2024-2025,24,L277,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00100,461-SCH-004,461,3,B,3.B,2024-2025,25,L249,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00101,461-SCH-007,461,8,B,8.B,2024-2025,24,L229,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00102,461-SCH-002,461,9,B,9.B,2024-2025,26,L132,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00103,461-SCH-005,461,9,B,9.B,2024-2025,27,L267,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00104,461-SCH-001,461,5,C,5.C,2024-2025,25,L221,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00105,461-SCH-002,461,8,B,8.B,2024-2025,28,L257,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00106,461-SCH-006,461,9,C,9.C,2024-2025,28,L267,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00107,461-SCH-007,461,0,C,0.C,2024-2025,28,L207,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00108,461-SCH-007,461,2,B,2.B,2024-2025,24,L181,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00109,461-SCH-004,461,2,C,2.C,2024-2025,27,L236,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00110,461-SCH-006,461,8,A,8.A,2024-2025,26,L189,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00111,461-SCH-004,461,8,A,8.A,2024-2025,24,L270,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00112,461-SCH-005,461,8,C,8.C,2024-2025,23,L133,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00113,461-SCH-002,461,4,A,4.A,2024-2025,24,L267,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00114,461-SCH-007,461,4,B,4.B,2024-2025,28,L127,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00115,461-SCH-006,461,5,B,5.B,2024-2025,28,L240,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00116,461-SCH-004,461,5,B,5.B,2024-2025,24,L289,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00117,461-SCH-007,461,4,C,4.C,2024-2025,28,L133,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00118,461-SCH-001,461,2,A,2.A,2024-2025,25,L152,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00119,461-SCH-006,461,1,A,1.A,2024-2025,25,L107,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00120,461-SCH-001,461,6,A,6.A,2024-2025,22,L297,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00121,461-SCH-001,461,4,B,4.B,2024-2025,22,L219,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00122,461-SCH-001,461,5,B,5.B,2024-2025,25,L148,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00123,461-SCH-002,461,6,B,6.B,2024-2025,26,L166,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00124,461-SCH-003,461,5,C,5.C,2024-2025,22,L230,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00125,461-SCH-001,461,9,A,9.A,2024-2025,24,L160,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00126,461-SCH-003,461,2,B,2.B,2024-2025,24,L202,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00127,461-SCH-005,461,0,A,0.A,2024-2025,24,L121,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00128,461-SCH-006,461,9,C,9.C,2024-2025,25,L153,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00129,461-SCH-004,461,2,B,2.B,2024-2025,23,L291,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00130,461-SCH-004,461,2,C,2.C,2024-2025,28,L193,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00131,461-SCH-001,461,5,C,5.C,2024-2025,22,L171,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00132,461-SCH-006,461,1,C,1.C,2024-2025,24,L194,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00133,461-SCH-007,461,0,B,0.B,2024-2025,28,L234,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00134,461-SCH-001,461,8,A,8.A,2024-2025,22,L278,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00135,461-SCH-004,461,4,C,4.C,2024-2025,28,L143,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00136,461-SCH-005,461,1,C,1.C,2024-2025,22,L162,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00137,461-SCH-001,461,2,B,2.B,2024-2025,23,L185,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00138,461-SCH-006,461,5,C,5.C,2024-2025,23,L275,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00139,461-SCH-006,461,2,C,2.C,2024-2025,23,L189,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00140,461-SCH-005,461,4,A,4.A,2024-2025,26,L102,true,2026-03-09 08:00:00,2026-03-09 08:00:00
