class_id,school_id,municipality_code,grade,section,class_name,academic_year,max_students,classroom_number,is_active,created_at,updated_at
CLS-00139,101-SCH-007,101,4,A,4.A,2024-2025,20,L108,True,2026-02-27T13:34:07.847863,2026-02-27T13:34:07.847864
CLS-00140,101-SCH-007,101,4,B,4.B,2024-2025,22,L106,True,2026-02-27T13:34:07.847867,2026-02-27T13:34:07.847868
CLS-00141,101-SCH-007,101,5,A,5.A,2024-2025,21,L102,True,2026-02-27T13:34:07.847870,2026-02-27T13:34:07.847870
CLS-00142,101-SCH-007,101,6,A,6.A,2024-2025,24,L188,True,2026-02-27T13:34:07.847872,2026-02-27T13:34:07.847873
CLS-00143,101-SCH-007,101,6,B,6.B,2024-2025,26,L129,True,2026-02-27T13:34:07.847874,2026-02-27T13:34:07.847875
CLS-00144,101-SCH-007,101,7,A,7.A,2024-2025,23,L205,True,2026-02-27T13:34:07.847877,2026-02-27T13:34:07.847878
CLS-00145,101-SCH-007,101,7,B,7.B,2024-2025,26,L199,True,2026-02-27T13:34:07.847879,2026-02-27T13:34:07.847880
CLS-00146,101-SCH-007,101,7,C,7.C,2024-2025,26,L228,True,2026-02-27T13:34:07.847881,2026-02-27T13:34:07.847882
CLS-00147,101-SCH-007,101,8,A,8.A,2024-2025,22,L342,True,2026-02-27T13:34:07.847884,2026-02-27T13:34:07.847885
CLS-00148,101-SCH-007,101,8,B,8.B,2024-2025,22,L350,True,2026-02-27T13:34:07.847886,2026-02-27T13:34:07.847887
CLS-00149,101-SCH-007,101,9,A,9.A,2024-2025,25,L228,True,2026-02-27T13:34:07.847889,2026-02-27T13:34:07.847890
CLS-00150,101-SCH-008,101,0,A,0.A,2024-2025,20,L132,True,2026-02-27T13:34:07.847892,2026-02-27T13:34:07.847893
CLS-00151,101-SCH-008,101,1,A,1.A,2024-2025,26,L172,True,2026-02-27T13:34:07.847895,2026-02-27T13:34:07.847895
CLS-00152,101-SCH-008,101,1,B,1.B,2024-2025,24,L259,True,2026-02-27T13:34:07.847897,2026-02-27T13:34:07.847898
CLS-00153,101-SCH-008,101,1,C,1.C,2024-2025,28,L331,True,2026-02-27T13:34:07.847899,2026-02-27T13:34:07.847900
CLS-00154,101-SCH-008,101,2,A,2.A,2024-2025,26,L244,True,2026-02-27T13:34:07.847902,2026-02-27T13:34:07.847903
CLS-00155,101-SCH-008,101,2,B,2.B,2024-2025,23,L206,True,2026-02-27T13:34:07.847904,2026-02-27T13:34:07.847905
CLS-00156,101-SCH-008,101,3,A,3.A,2024-2025,26,L205,True,2026-02-27T13:34:07.847907,2026-02-27T13:34:07.847907
CLS-00157,101-SCH-008,101,3,B,3.B,2024-2025,26,L222,True,2026-02-27T13:34:07.847909,2026-02-27T13:34:07.847910
CLS-00158,101-SCH-008,101,4,A,4.A,2024-2025,25,L314,True,2026-02-27T13:34:07.847912,2026-02-27T13:34:07.847912
CLS-00159,101-SCH-008,101,4,B,4.B,2024-2025,23,L144,True,2026-02-27T13:34:07.847914,2026-02-27T13:34:07.847915
CLS-00160,101-SCH-008,101,5,A,5.A,2024-2025,25,L185,True,2026-02-27T13:34:07.847916,2026-02-27T13:34:07.847917
CLS-00161,101-SCH-008,101,5,B,5.B,2024-2025,25,L318,True,2026-02-27T13:34:07.847919,2026-02-27T13:34:07.847919
CLS-00162,101-SCH-008,101,5,C,5.C,2024-2025,22,L256,True,2026-02-27T13:34:07.847921,2026-02-27T13:34:07.847922
CLS-00163,101-SCH-008,101,6,A,6.A,2024-2025,26,L228,True,2026-02-27T13:34:07.847924,2026-02-27T13:34:07.847924
CLS-00164,101-SCH-008,101,6,B,6.B,2024-2025,26,L274,True,2026-02-27T13:34:07.847926,2026-02-27T13:34:07.847927
CLS-00165,101-SCH-008,101,7,A,7.A,2024-2025,27,L122,True,2026-02-27T13:34:07.847929,2026-02-27T13:34:07.847929
CLS-00166,101-SCH-008,101,7,B,7.B,2024-2025,24,L217,True,2026-02-27T13:34:07.847931,2026-02-27T13:34:07.847932
CLS-00167,101-SCH-008,101,7,C,7.C,2024-2025,20,L167,True,2026-02-27T13:34:07.847933,2026-02-27T13:34:07.847934
CLS-00168,101-SCH-008,101,8,A,8.A,2024-2025,25,L254,True,2026-02-27T13:34:07.847936,2026-02-27T13:34:07.847937
CLS-00169,101-SCH-008,101,9,A,9.A,2024-2025,24,L179,True,2026-02-27T13:34:07.847938,2026-02-27T13:34:07.847939
CLS-00170,101-SCH-008,101,9,B,9.B,2024-2025,24,L294,True,2026-02-27T13:34:07.847941,2026-02-27T13:34:07.847941
CLS-00171,101-SCH-008,101,9,C,9.C,2024-2025,23,L116,True,2026-02-27T13:34:07.847943,2026-02-27T13:34:07.847944
CLS-00172,101-SCH-009,101,0,A,0.A,2024-2025,23,L325,True,2026-02-27T13:34:07.847946,2026-02-27T13:34:07.847946
CLS-00173,101-SCH-009,101,1,A,1.A,2024-2025,21,L258,True,2026-02-27T13:34:07.847948,2026-02-27T13:34:07.847949
CLS-00174,101-SCH-009,101,2,A,2.A,2024-2025,22,L273,True,2026-02-27T13:34:07.847951,2026-02-27T13:34:07.847952
CLS-00175,101-SCH-009,101,3,A,3.A,2024-2025,26,L314,True,2026-02-27T13:34:07.847955,2026-02-27T13:34:07.847956
CLS-00176,101-SCH-009,101,3,B,3.B,2024-2025,25,L191,True,2026-02-27T13:34:07.847958,2026-02-27T13:34:07.847958
CLS-00177,101-SCH-009,101,4,A,4.A,2024-2025,28,L247,True,2026-02-27T13:34:07.847960,2026-02-27T13:34:07.847961
CLS-00178,101-SCH-009,101,4,B,4.B,2024-2025,24,L251,True,2026-02-27T13:34:07.847962,2026-02-27T13:34:07.847963
CLS-00179,101-SCH-009,101,4,C,4.C,2024-2025,26,L337,True,2026-02-27T13:34:07.847965,2026-02-27T13:34:07.847965
CLS-00180,101-SCH-009,101,5,A,5.A,2024-2025,22,L321,True,2026-02-27T13:34:07.847969,2026-02-27T13:34:07.847969
CLS-00181,101-SCH-009,101,6,A,6.A,2024-2025,26,L167,True,2026-02-27T13:34:07.847971,2026-02-27T13:34:07.847972
CLS-00182,101-SCH-009,101,6,B,6.B,2024-2025,26,L157,True,2026-02-27T13:34:07.847973,2026-02-27T13:34:07.847974
CLS-00183,101-SCH-009,101,6,C,6.C,2024-2025,26,L166,True,2026-02-27T13:34:07.847976,2026-02-27T13:34:07.847976
CLS-00184,101-SCH-009,101,7,A,7.A,2024-2025,21,L322,True,2026-02-27T13:34:07.847978,2026-02-27T13:34:07.847979
CLS-00185,101-SCH-009,101,7,B,7.B,2024-2025,25,L303,True,2026-02-27T13:34:07.847980,2026-02-27T13:34:07.847981
CLS-00186,101-SCH-009,101,8,A,8.A,2024-2025,20,L115,True,2026-02-27T13:34:07.847983,2026-02-27T13:34:07.847983
CLS-00187,101-SCH-009,101,8,B,8.B,2024-2025,21,L175,True,2026-02-27T13:34:07.847985,2026-02-27T13:34:07.847986
CLS-00188,101-SCH-009,101,9,A,9.A,2024-2025,22,L228,True,2026-02-27T13:34:07.847988,2026-02-27T13:34:07.847988
CLS-00189,101-SCH-009,101,9,B,9.B,2024-2025,26,L239,True,2026-02-27T13:34:07.847990,2026-02-27T13:34:07.847990
CLS-00190,101-SCH-009,101,9,C,9.C,2024-2025,23,L231,True,2026-02-27T13:34:07.847992,2026-02-27T13:34:07.847993
CLS-00191,101-SCH-010,101,0,A,0.A,2024-2025,27,L315,True,2026-02-27T13:34:07.847994,2026-02-27T13:34:07.847995
CLS-00192,101-SCH-010,101,0,B,0.B,2024-2025,22,L300,True,2026-02-27T13:34:07.847997,2026-02-27T13:34:07.847997
CLS-00193,101-SCH-010,101,1,A,1.A,2024-2025,27,L150,True,2026-02-27T13:34:07.847999,2026-02-27T13:34:07.848000
CLS-00194,101-SCH-010,101,2,A,2.A,2024-2025,26,L211,True,2026-02-27T13:34:07.848002,2026-02-27T13:34:07.848002
CLS-00195,101-SCH-010,101,2,B,2.B,2024-2025,25,L162,True,2026-02-27T13:34:07.848004,2026-02-27T13:34:07.848005
CLS-00196,101-SCH-010,101,3,A,3.A,2024-2025,20,L219,True,2026-02-27T13:34:07.848006,2026-02-27T13:34:07.848007
CLS-00197,101-SCH-010,101,4,A,4.A,2024-2025,26,L149,True,2026-02-27T13:34:07.848009,2026-02-27T13:34:07.848010
CLS-00198,101-SCH-010,101,4,B,4.B,2024-2025,21,L107,True,2026-02-27T13:34:07.848011,2026-02-27T13:34:07.848012
