class_id,school_id,municipality_code,grade,section,class_name,academic_year,max_students,classroom_number,is_active,created_at,updated_at
CLS-00015,461-SCH-001,461,7,A,7.A,2024-2025,26,L182,True,2026-02-27T13:34:08.062701,2026-02-27T13:34:08.062702
CLS-00016,461-SCH-001,461,8,A,8.A,2024-2025,28,L110,True,2026-02-27T13:34:08.062704,2026-02-27T13:34:08.062705
CLS-00017,461-SCH-001,461,8,B,8.B,2024-2025,28,L146,True,2026-02-27T13:34:08.062706,2026-02-27T13:34:08.062707
CLS-00018,461-SCH-001,461,8,C,8.C,2024-2025,22,L269,True,2026-02-27T13:34:08.062708,2026-02-27T13:34:08.062709
CLS-00019,461-SCH-001,461,9,A,9.A,2024-2025,21,L137,True,2026-02-27T13:34:08.062711,2026-02-27T13:34:08.062712
CLS-00020,461-SCH-001,461,9,B,9.B,2024-2025,28,L302,True,2026-02-27T13:34:08.062713,2026-02-27T13:34:08.062714
CLS-00021,461-SCH-002,461,0,A,0.A,2024-2025,22,L211,True,2026-02-27T13:34:08.062716,2026-02-27T13:34:08.062717
CLS-00022,461-SCH-002,461,1,A,1.A,2024-2025,23,L143,True,2026-02-27T13:34:08.062719,2026-02-27T13:34:08.062719
CLS-00023,461-SCH-002,461,1,B,1.B,2024-2025,26,L226,True,2026-02-27T13:34:08.062721,2026-02-27T13:34:08.062722
CLS-00024,461-SCH-002,461,2,A,2.A,2024-2025,22,L136,True,2026-02-27T13:34:08.062724,2026-02-27T13:34:08.062724
CLS-00025,461-SCH-002,461,3,A,3.A,2024-2025,21,L108,True,2026-02-27T13:34:08.062726,2026-02-27T13:34:08.062727
CLS-00026,461-SCH-002,461,3,B,3.B,2024-2025,22,L218,True,2026-02-27T13:34:08.062744,2026-02-27T13:34:08.062746
CLS-00027,461-SCH-002,461,4,A,4.A,2024-2025,25,L166,True,2026-02-27T13:34:08.062750,2026-02-27T13:34:08.062751
CLS-00028,461-SCH-002,461,5,A,5.A,2024-2025,22,L323,True,2026-02-27T13:34:08.062753,2026-02-27T13:34:08.062754
CLS-00029,461-SCH-002,461,5,B,5.B,2024-2025,26,L177,True,2026-02-27T13:34:08.062756,2026-02-27T13:34:08.062756
CLS-00030,461-SCH-002,461,5,C,5.C,2024-2025,24,L115,True,2026-02-27T13:34:08.062760,2026-02-27T13:34:08.062761
CLS-00031,461-SCH-002,461,6,A,6.A,2024-2025,21,L152,True,2026-02-27T13:34:08.062763,2026-02-27T13:34:08.062764
CLS-00032,461-SCH-002,461,7,A,7.A,2024-2025,25,L130,True,2026-02-27T13:34:08.062766,2026-02-27T13:34:08.062766
CLS-00033,461-SCH-002,461,7,B,7.B,2024-2025,21,L203,True,2026-02-27T13:34:08.062768,2026-02-27T13:34:08.062769
CLS-00034,461-SCH-002,461,7,C,7.C,2024-2025,28,L301,True,2026-02-27T13:34:08.062771,2026-02-27T13:34:08.062771
CLS-00035,461-SCH-002,461,8,A,8.A,2024-2025,22,L280,True,2026-02-27T13:34:08.062773,2026-02-27T13:34:08.062774
CLS-00036,461-SCH-002,461,8,B,8.B,2024-2025,25,L198,True,2026-02-27T13:34:08.062776,2026-02-27T13:34:08.062776
CLS-00037,461-SCH-002,461,8,C,8.C,2024-2025,28,L131,True,2026-02-27T13:34:08.062778,2026-02-27T13:34:08.062779
CLS-00038,461-SCH-002,461,9,A,9.A,2024-2025,26,L305,True,2026-02-27T13:34:08.062781,2026-02-27T13:34:08.062781
CLS-00039,461-SCH-002,461,9,B,9.B,2024-2025,20,L295,True,2026-02-27T13:34:08.062783,2026-02-27T13:34:08.062784
CLS-00040,461-SCH-002,461,9,C,9.C,2024-2025,27,L157,True,2026-02-27T13:34:08.062785,2026-02-27T13:34:08.062786
CLS-00041,461-SCH-003,461,0,A,0.A,2024-2025,21,L316,True,2026-02-27T13:34:08.062788,2026-02-27T13:34:08.062789
CLS-00042,461-SCH-003,461,1,A,1.A,2024-2025,25,L337,True,2026-02-27T13:34:08.062791,2026-02-27T13:34:08.062792
CLS-00043,461-SCH-003,461,2,A,2.A,2024-2025,27,L320,True,2026-02-27T13:34:08.062794,2026-02-27T13:34:08.062794
CLS-00044,461-SCH-003,461,2,B,2.B,2024-2025,26,L271,True,2026-02-27T13:34:08.062797,2026-02-27T13:34:08.062798
CLS-00045,461-SCH-003,461,2,C,2.C,2024-2025,25,L202,True,2026-02-27T13:34:08.062800,2026-02-27T13:34:08.062800
CLS-00046,461-SCH-003,461,3,A,3.A,2024-2025,22,L280,True,2026-02-27T13:34:08.062802,2026-02-27T13:34:08.062803
CLS-00047,461-SCH-003,461,4,A,4.A,2024-2025,21,L108,True,2026-02-27T13:34:08.062805,2026-02-27T13:34:08.062806
CLS-00048,461-SCH-003,461,5,A,5.A,2024-2025,24,L108,True,2026-02-27T13:34:08.062808,2026-02-27T13:34:08.062808
CLS-00049,461-SCH-003,461,6,A,6.A,2024-2025,21,L239,True,2026-02-27T13:34:08.062810,2026-02-27T13:34:08.062811
CLS-00050,461-SCH-003,461,6,B,6.B,2024-2025,23,L349,True,2026-02-27T13:34:08.062812,2026-02-27T13:34:08.062813
CLS-00051,461-SCH-003,461,7,A,7.A,2024-2025,24,L105,True,2026-02-27T13:34:08.062815,2026-02-27T13:34:08.062816
CLS-00052,461-SCH-003,461,8,A,8.A,2024-2025,22,L258,True,2026-02-27T13:34:08.062818,2026-02-27T13:34:08.062819
CLS-00053,461-SCH-003,461,8,B,8.B,2024-2025,25,L334,True,2026-02-27T13:34:08.062820,2026-02-27T13:34:08.062821
CLS-00054,461-SCH-003,461,8,C,8.C,2024-2025,28,L225,True,2026-02-27T13:34:08.062823,2026-02-27T13:34:08.062823
CLS-00055,461-SCH-003,461,9,A,9.A,2024-2025,23,L204,True,2026-02-27T13:34:08.062825,2026-02-27T13:34:08.062826
CLS-00056,461-SCH-004,461,0,A,0.A,2024-2025,27,L118,True,2026-02-27T13:34:08.062828,2026-02-27T13:34:08.062829
CLS-00057,461-SCH-004,461,0,B,0.B,2024-2025,28,L262,True,2026-02-27T13:34:08.062830,2026-02-27T13:34:08.062831
CLS-00058,461-SCH-004,461,0,C,0.C,2024-2025,26,L113,True,2026-02-27T13:34:08.062832,2026-02-27T13:34:08.062833
CLS-00059,461-SCH-004,461,1,A,1.A,2024-2025,22,L172,True,2026-02-27T13:34:08.062835,2026-02-27T13:34:08.062836
CLS-00060,461-SCH-004,461,1,B,1.B,2024-2025,28,L288,True,2026-02-27T13:34:08.062837,2026-02-27T13:34:08.062838
CLS-00061,461-SCH-004,461,2,A,2.A,2024-2025,24,L162,True,2026-02-27T13:34:08.062840,2026-02-27T13:34:08.062841
CLS-00062,461-SCH-004,461,2,B,2.B,2024-2025,22,L233,True,2026-02-27T13:34:08.062842,2026-02-27T13:34:08.062843
CLS-00063,461-SCH-004,461,2,C,2.C,2024-2025,27,L153,True,2026-02-27T13:34:08.062845,2026-02-27T13:34:08.062845
CLS-00064,461-SCH-004,461,3,A,3.A,2024-2025,23,L289,True,2026-02-27T13:34:08.062847,2026-02-27T13:34:08.062848
CLS-00065,461-SCH-004,461,3,B,3.B,2024-2025,22,L342,True,2026-02-27T13:34:08.062850,2026-02-27T13:34:08.062850
CLS-00066,461-SCH-004,461,4,A,4.A,2024-2025,22,L268,True,2026-02-27T13:34:08.062853,2026-02-27T13:34:08.062853
CLS-00067,461-SCH-004,461,4,B,4.B,2024-2025,21,L329,True,2026-02-27T13:34:08.062855,2026-02-27T13:34:08.062856
CLS-00068,461-SCH-004,461,5,A,5.A,2024-2025,21,L271,True,2026-02-27T13:34:08.062858,2026-02-27T13:34:08.062858
CLS-00069,461-SCH-004,461,5,B,5.B,2024-2025,21,L184,True,2026-02-27T13:34:08.062860,2026-02-27T13:34:08.062861
CLS-00070,461-SCH-004,461,6,A,6.A,2024-2025,26,L154,True,2026-02-27T13:34:08.062863,2026-02-27T13:34:08.062863
CLS-00071,461-SCH-004,461,7,A,7.A,2024-2025,20,L237,True,2026-02-27T13:34:08.062865,2026-02-27T13:34:08.062866
CLS-00072,461-SCH-004,461,7,B,7.B,2024-2025,21,L111,True,2026-02-27T13:34:08.062867,2026-02-27T13:34:08.062868
CLS-00073,461-SCH-004,461,8,A,8.A,2024-2025,27,L276,True,2026-02-27T13:34:08.062870,2026-02-27T13:34:08.062871
CLS-00074,461-SCH-004,461,8,B,8.B,2024-2025,28,L180,True,2026-02-27T13:34:08.062872,2026-02-27T13:34:08.062873
CLS-00075,461-SCH-004,461,9,A,9.A,2024-2025,28,L197,True,2026-02-27T13:34:08.062875,2026-02-27T13:34:08.062876
CLS-00076,461-SCH-004,461,9,B,9.B,2024-2025,27,L129,True,2026-02-27T13:34:08.062878,2026-02-27T13:34:08.062879
CLS-00077,461-SCH-005,461,0,A,0.A,2024-2025,26,L237,True,2026-02-27T13:34:08.062881,2026-02-27T13:34:08.062881
CLS-00078,461-SCH-005,461,1,A,1.A,2024-2025,23,L243,True,2026-02-27T13:34:08.062884,2026-02-27T13:34:08.062884
CLS-00079,461-SCH-005,461,1,B,1.B,2024-2025,24,L333,True,2026-02-27T13:34:08.062886,2026-02-27T13:34:08.062887
CLS-00080,461-SCH-005,461,1,C,1.C,2024-2025,26,L205,True,2026-02-27T13:34:08.062888,2026-02-27T13:34:08.062889
CLS-00081,461-SCH-005,461,2,A,2.A,2024-2025,25,L133,True,2026-02-27T13:34:08.062891,2026-02-27T13:34:08.062891
CLS-00082,461-SCH-005,461,2,B,2.B,2024-2025,26,L217,True,2026-02-27T13:34:08.062893,2026-02-27T13:34:08.062894
CLS-00083,461-SCH-005,461,3,A,3.A,2024-2025,27,L272,True,2026-02-27T13:34:08.062896,2026-02-27T13:34:08.062896
CLS-00084,461-SCH-005,461,4,A,4.A,2024-2025,23,L270,True,2026-02-27T13:34:08.062900,2026-02-27T13:34:08.062901
CLS-00085,461-SCH-005,461,4,B,4.B,2024-2025,22,L272,True,2026-02-27T13:34:08.062902,2026-02-27T13:34:08.062903
CLS-00086,461-SCH-005,461,4,C,4.C,2024-2025,20,L210,True,2026-02-27T13:34:08.062905,2026-02-27T13:34:08.062905
CLS-00087,461-SCH-005,461,5,A,5.A,2024-2025,27,L209,True,2026-02-27T13:34:08.062907,2026-02-27T13:34:08.062908
CLS-00088,461-SCH-005,461,6,A,6.A,2024-2025,23,L298,True,2026-02-27T13:34:08.062910,2026-02-27T13:34:08.062911
CLS-00089,461-SCH-005,461,6,B,6.B,2024-2025,23,L305,True,2026-02-27T13:34:08.062912,2026-02-27T13:34:08.062913
CLS-00090,461-SCH-005,461,7,A,7.A,2024-2025,28,L290,True,2026-02-27T13:34:08.062915,2026-02-27T13:34:08.062916
CLS-00091,461-SCH-005,461,8,A,8.A,2024-2025,21,L342,True,2026-02-27T13:34:08.062917,2026-02-27T13:34:08.062918
CLS-00092,461-SCH-005,461,8,B,8.B,2024-2025,21,L320,True,2026-02-27T13:34:08.062920,2026-02-27T13:34:08.062920
CLS-00093,461-SCH-005,461,8,C,8.C,2024-2025,25,L222,True,2026-02-27T13:34:08.062922,2026-02-27T13:34:08.062923
CLS-00094,461-SCH-005,461,9,A,9.A,2024-2025,24,L177,True,2026-02-27T13:34:08.062925,2026-02-27T13:34:08.062926
CLS-00095,461-SCH-005,461,9,B,9.B,2024-2025,27,L107,True,2026-02-27T13:34:08.062927,2026-02-27T13:34:08.062928
CLS-00096,461-SCH-005,461,9,C,9.C,2024-2025,27,L188,True,2026-02-27T13:34:08.062930,2026-02-27T13:34:08.062930
CLS-00097,461-SCH-006,461,0,A,0.A,2024-2025,23,L108,True,2026-02-27T13:34:08.062932,2026-02-27T13:34:08.062933
CLS-00098,461-SCH-006,461,1,A,1.A,2024-2025,27,L225,True,2026-02-27T13:34:08.062935,2026-02-27T13:34:08.062936
CLS-00099,461-SCH-006,461,2,A,2.A,2024-2025,27,L182,True,2026-02-27T13:34:08.062938,2026-02-27T13:34:08.062938
CLS-00100,461-SCH-006,461,2,B,2.B,2024-2025,20,L114,True,2026-02-27T13:34:08.062940,2026-02-27T13:34:08.062941
CLS-00101,461-SCH-006,461,3,A,3.A,2024-2025,24,L192,True,2026-02-27T13:34:08.062943,2026-02-27T13:34:08.062943
CLS-00102,461-SCH-006,461,4,A,4.A,2024-2025,21,L265,True,2026-02-27T13:34:08.062945,2026-02-27T13:34:08.062946
CLS-00103,461-SCH-006,461,5,A,5.A,2024-2025,26,L262,True,2026-02-27T13:34:08.062948,2026-02-27T13:34:08.062949
CLS-00104,461-SCH-006,461,5,B,5.B,2024-2025,22,L200,True,2026-02-27T13:34:08.062950,2026-02-27T13:34:08.062951
CLS-00105,461-SCH-006,461,5,C,5.C,2024-2025,23,L175,True,2026-02-27T13:34:08.062952,2026-02-27T13:34:08.062953
CLS-00106,461-SCH-006,461,6,A,6.A,2024-2025,28,L333,True,2026-02-27T13:34:08.062955,2026-02-27T13:34:08.062956
CLS-00107,461-SCH-006,461,6,B,6.B,2024-2025,28,L173,True,2026-02-27T13:34:08.062957,2026-02-27T13:34:08.062959
CLS-00108,461-SCH-006,461,6,C,6.C,2024-2025,21,L292,True,2026-02-27T13:34:08.062961,2026-02-27T13:34:08.062962
CLS-00109,461-SCH-006,461,7,A,7.A,2024-2025,21,L191,True,2026-02-27T13:34:08.062964,2026-02-27T13:34:08.062965
CLS-00110,461-SCH-006,461,7,B,7.B,2024-2025,27,L323,True,2026-02-27T13:34:08.062966,2026-02-27T13:34:08.062967
CLS-00111,461-SCH-006,461,7,C,7.C,2024-2025,26,L244,True,2026-02-27T13:34:08.062969,2026-02-27T13:34:08.062970
CLS-00112,461-SCH-006,461,8,A,8.A,2024-2025,24,L124,True,2026-02-27T13:34:08.062971,2026-02-27T13:34:08.062972
CLS-00113,461-SCH-006,461,9,A,9.A,2024-2025,26,L174,True,2026-02-27T13:34:08.062974,2026-02-27T13:34:08.062975
